Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
CHEMBL850,P20309,SPARFLOXACIN,DZZWHBIBMUVIIW-DTORHVGOSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7473674,DTCC00185794,1124454,46191
CHEMBL85190,P20309,,ARWACDLWRNGONO-UHFFFAOYSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,10891110,KI,=,3200,NM,,cell_based,,,,,,,,,,,,Inhibition of [3H]- quinuclidinyl benzilate binding to human Muscarinic acetylcholine receptor M3 expressed in CHO cell membranes,,6beta-Acyloxy(nor)tropanes: affinities for antagonist/agonist binding sites on transfected and native muscarinic receptors.,J. Med. Chem.,2000,43,13,"Daly JW, Gupta TH, Padgett WL, Pei XF",,138710,DTCT0023280,607218,DTCC00243968,1326430,15779
CHEMBL85190,P20309,,ARWACDLWRNGONO-UHFFFAOYSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,10891110,KI,,,,,cell_based,,,,,,,,,,,,Inhibition of [3H]- oxotremorine-M binding to human Muscarinic acetylcholine receptor M3 expressed in CHO cell membranes,Not Determined,6beta-Acyloxy(nor)tropanes: affinities for antagonist/agonist binding sites on transfected and native muscarinic receptors.,J. Med. Chem.,2000,43,13,"Daly JW, Gupta TH, Padgett WL, Pei XF",,138709,DTCT0023280,607219,DTCC00243968,1326430,15779
CHEMBL852,P20309,MELPHALAN,SGDBTWWWUNNDEQ-LBPRGKRZSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7425749,DTCC00185853,249079,46191
CHEMBL852,P20309,MELPHALAN,SGDBTWWWUNNDEQ-LBPRGKRZSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7425750,DTCC00185853,249079,46191
CHEMBL85264,P20309,,QVQXOEJQGXTXJX-BMRADRMJSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,9651157,CCH,=,6,%,,cell_based,,,,,,,,,,,CHO,Inositol phosphate(PI) accumulation in CHO cells expressing Muscarinic acetylcholine receptor M3 as maximal response at 100 uM relative to carbachol,,"Design and synthesis of m1-selective muscarinic agonists: (R)-(-)-(Z)-1-Azabicyclo[2.2.1]heptan-3-one, O-(3-(3'-methoxyphenyl)-2-propynyl)oxime maleate (CI-1017), a functionally m1-selective muscarinic agonist.",J. Med. Chem.,1998,41,14,"Tecle H, Barrett SD, Lauffer DJ, Augelli-Szafran C, Brann MR, Callahan MJ, Caprathe BW, Davis RE, Doyle PD, Eubanks D, Lipiniski W, Mirzadegan T, Moos WH, Moreland DW, Nelson CB, Pavia MR, Raby C, Schwarz RD, Spencer CJ, Thomas AJ, Jaen JC",,138572,DTCT0023280,1632122,DTCC00244243,1585106,14722
CHEMBL85391,P20309,,JFUYPMPSSHRFOG-UHFFFAOYSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,12182854,KI,=,3.98,NM,,,,,,,,,,,,,,In vitro affinity for muscarinic M3 receptor.,,A new series of M3 muscarinic antagonists based on the 4-amino-piperidine scaffold.,Bioorg. Med. Chem. Lett.,2002,12,18,"Diouf O, Gadeau S, Chellé F, Gelbcke M, Talaga P, Christophe B, Gillard M, Massingham R, Guyaux M",,138828,DTCT0023280,1429500,DTCC00244273,1014445,5053
CHEMBL85460,P20309,,IGNCXXVRIFRQNM-BMRADRMJSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,9651157,CCH,=,12,%,,cell_based,,,,,,,,,,,CHO,Inositol phosphate(PI) accumulation in CHO cells expressing Muscarinic acetylcholine receptor M3 as maximal response at 100 uM relative to carbachol,,"Design and synthesis of m1-selective muscarinic agonists: (R)-(-)-(Z)-1-Azabicyclo[2.2.1]heptan-3-one, O-(3-(3'-methoxyphenyl)-2-propynyl)oxime maleate (CI-1017), a functionally m1-selective muscarinic agonist.",J. Med. Chem.,1998,41,14,"Tecle H, Barrett SD, Lauffer DJ, Augelli-Szafran C, Brann MR, Callahan MJ, Caprathe BW, Davis RE, Doyle PD, Eubanks D, Lipiniski W, Mirzadegan T, Moos WH, Moreland DW, Nelson CB, Pavia MR, Raby C, Schwarz RD, Spencer CJ, Thomas AJ, Jaen JC",,138572,DTCT0023280,1615415,DTCC00244011,874064,14722
CHEMBL85511,P20309,,CJLABAFJLFSHBB-UHFFFAOYSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,12182854,KI,=,1000,NM,,,,,,,,,,,,,,In vitro affinity for muscarinic M3 receptor.,,A new series of M3 muscarinic antagonists based on the 4-amino-piperidine scaffold.,Bioorg. Med. Chem. Lett.,2002,12,18,"Diouf O, Gadeau S, Chellé F, Gelbcke M, Talaga P, Christophe B, Gillard M, Massingham R, Guyaux M",,138828,DTCT0023280,1413572,DTCC00244179,1046839,5053
CHEMBL85568,P20309,,HJOOQUSWJJHORA-UHFFFAOYSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,12182854,KI,=,158.49,NM,,,,,,,,,,,,,,In vitro affinity for muscarinic M3 receptor.,,A new series of M3 muscarinic antagonists based on the 4-amino-piperidine scaffold.,Bioorg. Med. Chem. Lett.,2002,12,18,"Diouf O, Gadeau S, Chellé F, Gelbcke M, Talaga P, Christophe B, Gillard M, Massingham R, Guyaux M",,138828,DTCT0023280,1407607,DTCC00244120,1014443,5053
CHEMBL856,P20309,PRIMIDONE,DQMZLTXERSFNPB-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7379045,DTCC00186106,1674147,46191
CHEMBL856,P20309,PRIMIDONE,DQMZLTXERSFNPB-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7379046,DTCC00186106,1674147,46191
CHEMBL85645,P20309,,HDDBXIZSHYNAEQ-BUHFOSPRSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,9651157,CCH,=,19,%,,cell_based,,,,,,,,,,,CHO,Inositol phosphate(PI) accumulation in CHO cells expressing Muscarinic acetylcholine receptor M3 as maximal response at 100 uM relative to carbachol,,"Design and synthesis of m1-selective muscarinic agonists: (R)-(-)-(Z)-1-Azabicyclo[2.2.1]heptan-3-one, O-(3-(3'-methoxyphenyl)-2-propynyl)oxime maleate (CI-1017), a functionally m1-selective muscarinic agonist.",J. Med. Chem.,1998,41,14,"Tecle H, Barrett SD, Lauffer DJ, Augelli-Szafran C, Brann MR, Callahan MJ, Caprathe BW, Davis RE, Doyle PD, Eubanks D, Lipiniski W, Mirzadegan T, Moos WH, Moreland DW, Nelson CB, Pavia MR, Raby C, Schwarz RD, Spencer CJ, Thomas AJ, Jaen JC",,138572,DTCT0023280,1625751,DTCC00243643,582706,14722
CHEMBL85658,P20309,,KTIJCZACSJLVCJ-UHFFFAOYSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,12182854,INHIBITION,=,20,%,,cell_based,,,,,,,,,,,CHO-K1,Displacement of [3H]N-methylscopolamine from membrane preparation from CHO-K1 cells for Muscarinic acetylcholine receptor M3; value given as 20-50%,,A new series of M3 muscarinic antagonists based on the 4-amino-piperidine scaffold.,Bioorg. Med. Chem. Lett.,2002,12,18,"Diouf O, Gadeau S, Chellé F, Gelbcke M, Talaga P, Christophe B, Gillard M, Massingham R, Guyaux M",,138589,DTCT0023280,1414801,DTCC00244755,659177,5053
CHEMBL85678,P20309,,JFFWZDZAUYUZOI-BQYQJAHWSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,CCH,=,53,%,,cell_based,,,,,,,,,,,SK-N-SH,"Evaluated for its MIPA (muscarinic-stimulated inositol phosphate accumulation) activity measured in SK-N-SH neuroblastoma cells expressing human muscarinic m3 receptor, compound run at 100 uM;100 uM of carbachol was used",,,Bioorg. Med. Chem. Lett.,1992,2,8,,,88023,DTCT0023280,762273,DTCC00244583,1915880,316
CHEMBL85678,P20309,,JFFWZDZAUYUZOI-BQYQJAHWSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,EC50,=,14600,NM,,cell_based,,,,,,,,,,,SK-N-SH,Effective concentration for MIPA (muscarinic-stimulated inositol phosphate accumulation) activity in SK-N-SH neuroblastoma cells expressing human muscarinic M3 receptor,,,Bioorg. Med. Chem. Lett.,1992,2,8,,,88157,DTCT0023280,762274,DTCC00244583,1915880,316
CHEMBL85728,P20309,"4,4'-METHYLENEDIANILINE",YBRVSVVVWCFQMG-UHFFFAOYSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7294707,DTCC00242937,1318436,46191
CHEMBL85728,P20309,"4,4'-METHYLENEDIANILINE",YBRVSVVVWCFQMG-UHFFFAOYSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7294708,DTCC00242937,1318436,46191
CHEMBL85892,P20309,,CHMIKIFFWBMPHB-UHFFFAOYSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,12182854,KI,=,1,NM,,,,,,,,,,,,,,In vitro affinity for muscarinic M3 receptor.,,A new series of M3 muscarinic antagonists based on the 4-amino-piperidine scaffold.,Bioorg. Med. Chem. Lett.,2002,12,18,"Diouf O, Gadeau S, Chellé F, Gelbcke M, Talaga P, Christophe B, Gillard M, Massingham R, Guyaux M",,138828,DTCT0023280,1406561,DTCC00244295,1629412,5053
CHEMBL85936,P20309,,CXODJKKXKWTUIZ-BUHFOSPRSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,9651157,CCH,,,,,cell_based,,,,,,,,,,,CHO,Stimulations of inositol phosphate(PI) accumulation in transfected CHO cells in Muscarinic acetylcholine receptor M3. values are the maximal response obtained from the compound tested at 100 uM normalized to the effect of carbachol; Not tested,Not Determined,"Design and synthesis of m1-selective muscarinic agonists: (R)-(-)-(Z)-1-Azabicyclo[2.2.1]heptan-3-one, O-(3-(3'-methoxyphenyl)-2-propynyl)oxime maleate (CI-1017), a functionally m1-selective muscarinic agonist.",J. Med. Chem.,1998,41,14,"Tecle H, Barrett SD, Lauffer DJ, Augelli-Szafran C, Brann MR, Callahan MJ, Caprathe BW, Davis RE, Doyle PD, Eubanks D, Lipiniski W, Mirzadegan T, Moos WH, Moreland DW, Nelson CB, Pavia MR, Raby C, Schwarz RD, Spencer CJ, Thomas AJ, Jaen JC",,138573,DTCT0023280,1635888,DTCC00243644,323893,14722
CHEMBL85950,P20309,,LHSWHRHCIOMFRZ-UHFFFAOYSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,12182854,KI,=,79.43,NM,,,,,,,,,,,,,,In vitro affinity for muscarinic M3 receptor.,,A new series of M3 muscarinic antagonists based on the 4-amino-piperidine scaffold.,Bioorg. Med. Chem. Lett.,2002,12,18,"Diouf O, Gadeau S, Chellé F, Gelbcke M, Talaga P, Christophe B, Gillard M, Massingham R, Guyaux M",,138828,DTCT0023280,1426958,DTCC00244121,368348,5053
CHEMBL85996,P20309,,PMQYZWMILDAHGO-UHFFFAOYSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,12182854,KI,=,0.794,NM,,,,,,,,,,,,,,In vitro affinity for muscarinic M3 receptor.,,A new series of M3 muscarinic antagonists based on the 4-amino-piperidine scaffold.,Bioorg. Med. Chem. Lett.,2002,12,18,"Diouf O, Gadeau S, Chellé F, Gelbcke M, Talaga P, Christophe B, Gillard M, Massingham R, Guyaux M",,138828,DTCT0023280,1414805,DTCC00243742,204923,5053
CHEMBL86,P20309,METOCLOPRAMIDE,TTWJBBZEZQICBI-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7411129,DTCC00138614,51488,46191
CHEMBL86,P20309,METOCLOPRAMIDE,TTWJBBZEZQICBI-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7411130,DTCC00138614,51488,46191
CHEMBL86012,P20309,,FRBGIYHCCJKHFJ-UHFFFAOYSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,12182854,KI,=,25.12,NM,,,,,,,,,,,,,,In vitro affinity for muscarinic M3 receptor.,,A new series of M3 muscarinic antagonists based on the 4-amino-piperidine scaffold.,Bioorg. Med. Chem. Lett.,2002,12,18,"Diouf O, Gadeau S, Chellé F, Gelbcke M, Talaga P, Christophe B, Gillard M, Massingham R, Guyaux M",,138828,DTCT0023280,1407605,DTCC00244220,723641,5053
CHEMBL86150,P20309,,WUUNJWKXMYQQPX-BMRADRMJSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,9651157,CCH,,,,,cell_based,,,,,,,,,,,CHO,Stimulations of inositol phosphate(PI) accumulation in transfected CHO cells in Muscarinic acetylcholine receptor M3. values are the maximal response obtained from the compound tested at 100 uM normalized to the effect of carbachol; Not tested,Not Determined,"Design and synthesis of m1-selective muscarinic agonists: (R)-(-)-(Z)-1-Azabicyclo[2.2.1]heptan-3-one, O-(3-(3'-methoxyphenyl)-2-propynyl)oxime maleate (CI-1017), a functionally m1-selective muscarinic agonist.",J. Med. Chem.,1998,41,14,"Tecle H, Barrett SD, Lauffer DJ, Augelli-Szafran C, Brann MR, Callahan MJ, Caprathe BW, Davis RE, Doyle PD, Eubanks D, Lipiniski W, Mirzadegan T, Moos WH, Moreland DW, Nelson CB, Pavia MR, Raby C, Schwarz RD, Spencer CJ, Thomas AJ, Jaen JC",,138573,DTCT0023280,1620721,DTCC00244008,1132560,14722
CHEMBL86197,P20309,,CWNABBKUCKBPHJ-FOCLMDBBSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,9651157,CCH,,,,,cell_based,,,,,,,,,,,CHO,Stimulations of inositol phosphate(PI) accumulation in transfected CHO cells in Muscarinic acetylcholine receptor M3. values are the maximal response obtained from the compound tested at 100 uM normalized to the effect of carbachol; Not tested,Not Determined,"Design and synthesis of m1-selective muscarinic agonists: (R)-(-)-(Z)-1-Azabicyclo[2.2.1]heptan-3-one, O-(3-(3'-methoxyphenyl)-2-propynyl)oxime maleate (CI-1017), a functionally m1-selective muscarinic agonist.",J. Med. Chem.,1998,41,14,"Tecle H, Barrett SD, Lauffer DJ, Augelli-Szafran C, Brann MR, Callahan MJ, Caprathe BW, Davis RE, Doyle PD, Eubanks D, Lipiniski W, Mirzadegan T, Moos WH, Moreland DW, Nelson CB, Pavia MR, Raby C, Schwarz RD, Spencer CJ, Thomas AJ, Jaen JC",,138573,DTCT0023280,1619403,DTCC00244216,1163790,14722
CHEMBL862,P20309,GUANFACINE,INJOMKTZOLKMBF-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7323352,DTCC00186365,1351111,46191
CHEMBL862,P20309,GUANFACINE,INJOMKTZOLKMBF-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7323353,DTCC00186365,1351111,46191
CHEMBL86288,P20309,,IYOSOYKZMYVRLK-WUKNDPDISA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,9651157,CCH,,,,,cell_based,,,,,,,,,,,CHO,Stimulations of inositol phosphate(PI) accumulation in transfected CHO cells in Muscarinic acetylcholine receptor M3. values are the maximal response obtained from the compound tested at 100 uM normalized to the effect of carbachol; Not tested,Not Determined,"Design and synthesis of m1-selective muscarinic agonists: (R)-(-)-(Z)-1-Azabicyclo[2.2.1]heptan-3-one, O-(3-(3'-methoxyphenyl)-2-propynyl)oxime maleate (CI-1017), a functionally m1-selective muscarinic agonist.",J. Med. Chem.,1998,41,14,"Tecle H, Barrett SD, Lauffer DJ, Augelli-Szafran C, Brann MR, Callahan MJ, Caprathe BW, Davis RE, Doyle PD, Eubanks D, Lipiniski W, Mirzadegan T, Moos WH, Moreland DW, Nelson CB, Pavia MR, Raby C, Schwarz RD, Spencer CJ, Thomas AJ, Jaen JC",,138573,DTCT0023280,1606707,DTCC00244241,1935125,14722
CHEMBL86304,P20309,MOCLOBEMIDE,YHXISWVBGDMDLQ-UHFFFAOYSA-N,3,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7409259,DTCC00246764,833162,46191
CHEMBL86304,P20309,MOCLOBEMIDE,YHXISWVBGDMDLQ-UHFFFAOYSA-N,3,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7409260,DTCC00246764,833162,46191
CHEMBL86309,P20309,,SOTPKNTZHGXCSJ-UHFFFAOYSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,12182854,KI,=,25.12,NM,,,,,,,,,,,,,,In vitro affinity for muscarinic M3 receptor.,,A new series of M3 muscarinic antagonists based on the 4-amino-piperidine scaffold.,Bioorg. Med. Chem. Lett.,2002,12,18,"Diouf O, Gadeau S, Chellé F, Gelbcke M, Talaga P, Christophe B, Gillard M, Massingham R, Guyaux M",,138828,DTCT0023280,1419444,DTCC00244199,1079343,5053
CHEMBL865,P20309,VALDECOXIB,LNPDTQAFDNKSHK-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7440805,DTCC00187234,866025,46191
CHEMBL865,P20309,VALDECOXIB,LNPDTQAFDNKSHK-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7440806,DTCC00187234,866025,46191
CHEMBL866,P20309,MYCOPHENOLIC ACID,HPNSFSBZBAHARI-RUDMXATFSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7439234,DTCC00188298,120975,46191
CHEMBL866,P20309,MYCOPHENOLIC ACID,HPNSFSBZBAHARI-RUDMXATFSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7439235,DTCC00188298,120975,46191
CHEMBL86715,P20309,PROCYCLIDINE,WYDUSKDSKCASEF-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,1346637,KI,=,12.4,NM,,,,,,,,,,,,,,,,,,,,,,,,DTCT0023280,14711085,DTCC00246880,2098343,68417
CHEMBL86754,P20309,IODOQUINOL,UXZFQZANDVDGMM-UHFFFAOYSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7439417,DTCC00246886,1220278,46191
CHEMBL86754,P20309,IODOQUINOL,UXZFQZANDVDGMM-UHFFFAOYSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7439418,DTCC00246886,1220278,46191
CHEMBL870,P20309,ALENDRONIC ACID,OGSPWJRAVKPPFI-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7299275,DTCC00190086,800568,46191
